Date,CL1 Comdty,COFX Index,COLTES 10 07/24/2024 Govt
25/11/2015 09:35,"42,04",3104,"8,12"
25/11/2015 09:40,"41,84",3103,"8,13"
25/11/2015 09:50,"41,9","3101,5","8,12"
25/11/2015 10:00,"41,93","3102,6","8,115"
25/11/2015 10:05,"42,03","3100,05","8,11"
25/11/2015 10:10,"42,07","3098,25","8,106"
25/11/2015 10:15,"42,03",3100,"8,11"
25/11/2015 10:25,"41,96","3099,5","8,115"
25/11/2015 10:30,"42,18","3099,9","8,11"
25/11/2015 10:35,"42,2",3103,"8,11"
25/11/2015 10:40,"42,4",3099,"8,11"
25/11/2015 10:45,"42,4","3099,4","8,115"
25/11/2015 10:50,"42,52",3099,"8,115"
25/11/2015 10:55,"42,51","3099,4","8,115"
25/11/2015 11:00,"42,44","3096,6","8,109"
25/11/2015 11:05,"42,34",3096,"8,125"
25/11/2015 11:10,"42,34","3097,9","8,13"
25/11/2015 11:15,"42,44",3097,"8,14"
25/11/2015 11:20,"42,42",3097,"8,14"
25/11/2015 11:25,"42,36",3096,"8,13"
25/11/2015 11:35,"42,42","3098,45","8,13"
25/11/2015 11:40,"42,41",3098,"8,135"
25/11/2015 11:45,"42,33","3097,55","8,135"
25/11/2015 11:50,"42,37",3101,"8,14"
25/11/2015 11:55,"42,41",3099,"8,147"
25/11/2015 12:00,"42,53","3099,99","8,14"
25/11/2015 12:05,"42,48",3098,"8,138"
25/11/2015 12:10,"42,52",3098,"8,137"
25/11/2015 12:15,"42,67","3096,5","8,13"
25/11/2015 12:20,"42,64",3097,"8,13"
25/11/2015 12:25,"42,69","3099,85","8,145"
25/11/2015 12:30,"42,78",3098,"8,142"
25/11/2015 12:35,"42,69","3095,7","8,15"
25/11/2015 12:40,"42,71",3090,"8,135"
25/11/2015 12:45,"42,69","3090,5","8,135"
25/11/2015 12:50,"42,69",3090,"8,131"
27/11/2015 08:15,"42,32","3103,5","8,24"
27/11/2015 08:20,"42,36",3101,"8,24"
27/11/2015 08:25,"42,34",3101,"8,24"
27/11/2015 08:30,"42,21","3100,5","8,241"
27/11/2015 08:35,"42,18","3105,7","8,24"
27/11/2015 08:40,"42,21",3100,"8,237"
27/11/2015 08:45,"42,16",3097,"8,225"
27/11/2015 08:50,"42,1","3100,25","8,23"
27/11/2015 08:55,"42,12",3099,"8,229"
27/11/2015 09:00,"42,21","3094,8","8,221"
27/11/2015 09:15,"42,18","3097,2","8,23"
27/11/2015 09:25,"42,17",3095,"8,22"
27/11/2015 09:40,"41,98","3097,95","8,22"
27/11/2015 09:50,"42,01","3094,15","8,224"
27/11/2015 09:55,"41,96",3096,"8,23"
27/11/2015 10:35,"42,16","3096,5","8,232"
27/11/2015 10:40,"42,1","3097,8","8,235"
27/11/2015 10:50,"42,1",3098,"8,23"
27/11/2015 10:55,"42,06","3097,55","8,226"
27/11/2015 11:00,"42,01","3101,95","8,229"
27/11/2015 11:05,"42,05",3100,"8,235"
27/11/2015 11:10,"42,1","3102,2","8,249"
27/11/2015 11:15,"42,03",3102,"8,24"
27/11/2015 11:20,42,"3105,7","8,251"
27/11/2015 11:25,"42,05","3104,7","8,251"
27/11/2015 11:45,"41,96","3105,5","8,24"
27/11/2015 12:00,"42,01",3104,"8,245"
27/11/2015 12:05,"42,01","3105,15","8,25"
27/11/2015 12:10,"41,98","3106,45","8,252"
27/11/2015 12:15,"41,94","3106,1","8,25"
27/11/2015 12:20,"41,98","3105,25","8,26"
27/11/2015 12:25,"41,96","3104,2","8,26"
27/11/2015 12:40,"41,91",3107,"8,25"
27/11/2015 12:45,"41,9",3103,"8,24"
27/11/2015 12:55,"41,94","3107,85","8,235"
30/11/2015 08:00,"41,97","3124,9","8,12"
30/11/2015 08:05,"42,16",3123,"8,14"
30/11/2015 08:10,"42,09",3138,"8,161"
30/11/2015 08:15,"42,17","3145,45","8,165"
30/11/2015 08:20,"42,14",3136,"8,16"
30/11/2015 08:30,"42,06","3143,5","8,16"
30/11/2015 08:35,"42,18","3147,7","8,164"
30/11/2015 08:50,"42,21","3143,05","8,177"
30/11/2015 08:55,"42,38",3143,"8,18"
30/11/2015 09:00,"42,3",3145,"8,171"
30/11/2015 09:15,"42,3",3141,"8,165"
30/11/2015 09:20,"42,42","3140,1","8,162"
30/11/2015 09:25,"42,43","3143,5","8,157"
30/11/2015 09:30,"42,48","3136,3","8,155"
30/11/2015 09:35,"42,39",3142,"8,14"
30/11/2015 09:40,"42,35","3136,5","8,14"
30/11/2015 09:45,"42,23",3143,"8,145"
30/11/2015 09:50,"42,17",3143,"8,156"
30/11/2015 09:55,"42,31","3138,8","8,15"
30/11/2015 10:00,"42,36","3135,05","8,14"
30/11/2015 10:05,"42,49",3137,"8,14"
30/11/2015 10:40,"42,27","3137,2","8,16"
30/11/2015 10:50,"42,29","3145,5","8,164"
30/11/2015 10:55,"42,34","3150,65","8,14"
30/11/2015 11:00,"42,31","3147,5","8,14"
30/11/2015 11:10,"42,46","3142,1","8,13"
30/11/2015 11:15,"42,5",3143,"8,13"
30/11/2015 11:30,"42,34",3142,"8,135"
30/11/2015 11:35,"42,38",3143,"8,14"
30/11/2015 11:45,"42,33","3146,55","8,145"
30/11/2015 11:55,"42,34","3142,3","8,14"
30/11/2015 12:05,"42,32",3146,"8,13"
30/11/2015 12:10,"42,37","3146,95","8,12"
30/11/2015 12:15,"42,35",3144,"8,13"
30/11/2015 12:20,"42,28","3144,2","8,12"
30/11/2015 12:40,"41,99","3144,5","8,13"
30/11/2015 12:45,"41,9",3143,"8,125"
30/11/2015 12:50,"41,81",3144,"8,12"
01/12/2015 08:00,"41,68",3138,"8,1"
01/12/2015 08:10,"41,6","3133,1","8,12"
01/12/2015 08:15,"41,58","3134,95","8,12"
01/12/2015 08:20,"41,66","3131,45","8,12"
01/12/2015 08:25,"41,62",3135,"8,125"
01/12/2015 08:30,"41,59","3142,7","8,13"
01/12/2015 08:35,"41,41",3145,"8,148"
01/12/2015 08:40,"41,31","3144,1","8,151"
01/12/2015 08:45,"41,24",3142,"8,145"
01/12/2015 08:50,"41,29","3149,45","8,15"
01/12/2015 08:55,"41,22",3151,"8,165"
01/12/2015 09:00,"41,35","3148,35","8,165"
01/12/2015 09:05,"41,4","3143,5","8,16"
01/12/2015 09:10,"41,52",3144,"8,147"
01/12/2015 09:20,"41,61",3141,"8,15"
01/12/2015 09:25,"41,6","3140,35","8,15"
01/12/2015 09:30,"41,75",3143,"8,14"
01/12/2015 09:35,"41,79",3141,"8,14"
01/12/2015 09:40,"41,94","3136,35","8,14"
01/12/2015 09:45,"41,89",3139,"8,14"
01/12/2015 09:50,"41,91",3140,"8,148"
01/12/2015 09:55,"41,97",3141,"8,12"
01/12/2015 10:00,"41,91","3123,5","8,11"
01/12/2015 10:05,"41,87",3108,"8,09"
01/12/2015 10:10,"41,9",3120,"8,1"
01/12/2015 10:15,"41,73","3120,4","8,1"
01/12/2015 10:20,"41,6",3124,"8,1"
01/12/2015 10:25,"41,58","3122,8","8,095"
01/12/2015 10:30,"41,5",3121,"8,095"
01/12/2015 10:35,"41,52",3121,"8,079"
01/12/2015 10:40,"41,42","3124,5","8,084"
01/12/2015 10:45,"41,43","3124,5","8,08"
01/12/2015 10:50,"41,41","3127,45","8,06"
01/12/2015 10:55,"41,32","3128,8","8,08"
01/12/2015 11:00,"41,39",3128,"8,07"
01/12/2015 11:15,"41,42","3129,95","8,077"
01/12/2015 11:20,"41,46",3127,"8,08"
01/12/2015 11:25,"41,57",3128,"8,08"
01/12/2015 11:35,"41,53",3132,"8,08"
01/12/2015 11:45,"41,68",3130,"8,068"
01/12/2015 12:00,"41,56","3128,99","8,06"
01/12/2015 12:05,"41,51","3133,5","8,07"
01/12/2015 12:10,"41,48","3132,1","8,075"
01/12/2015 12:20,"41,45",3135,"8,06"
01/12/2015 12:30,"41,52",3136,"8,06"
01/12/2015 12:40,"41,56",3127,"8,045"
01/12/2015 12:45,"41,62","3121,9","8,04"
01/12/2015 12:50,"41,56",3123,"8,035"
01/12/2015 12:55,"41,49","3124,8","8,04"
02/12/2015 08:05,"41,34",3136,"8,025"
02/12/2015 08:10,"41,2","3137,9","8,025"
02/12/2015 08:15,"41,11",3130,"8,046"
02/12/2015 08:20,"41,19","3130,05","8,043"
02/12/2015 08:25,"41,19","3135,95","8,06"
02/12/2015 08:30,"41,21",3135,"8,05"
02/12/2015 08:40,"41,21","3145,3","8,065"
02/12/2015 08:45,"41,08",3144,"8,059"
02/12/2015 08:50,"41,01",3143,"8,06"
02/12/2015 08:55,"41,01",3155,"8,065"
02/12/2015 09:00,"41,05","3156,9","8,06"
02/12/2015 09:05,"41,05",3160,"8,068"
02/12/2015 09:10,"41,05","3168,55","8,071"
02/12/2015 09:15,"41,01",3166,"8,069"
02/12/2015 09:20,"41,13",3180,"8,08"
02/12/2015 09:25,"41,12","3182,5","8,073"
02/12/2015 09:30,"41,16",3179,"8,07"
02/12/2015 09:35,"41,19",3173,"8,069"
02/12/2015 09:45,41,3179,"8,069"
02/12/2015 09:50,"41,01",3175,"8,058"
02/12/2015 09:55,"41,07",3180,"8,067"
02/12/2015 10:00,"40,95","3189,79","8,076"
02/12/2015 10:05,"41,06","3178,25","8,07"
02/12/2015 10:10,"41,04","3182,5","8,07"
02/12/2015 10:15,"41,28",3163,"8,059"
02/12/2015 10:20,"41,39",3170,"8,06"
02/12/2015 10:25,"41,26",3165,"8,06"
02/12/2015 10:30,"40,78",3180,"8,07"
02/12/2015 10:35,41,"3180,5","8,07"
02/12/2015 10:45,"41,13",3173,"8,07"
02/12/2015 10:50,"41,04",3168,"8,065"
02/12/2015 11:00,"40,95",3184,"8,076"
02/12/2015 11:05,"40,88",3181,"8,07"
02/12/2015 11:25,"40,66",3182,"8,075"
02/12/2015 11:30,"40,72","3181,15","8,07"
02/12/2015 11:35,"40,72",3180,"8,08"
02/12/2015 11:40,"40,58",3182,"8,08"
02/12/2015 11:45,"40,51",3182,"8,08"
02/12/2015 11:50,"40,56","3178,3","8,08"
02/12/2015 11:55,"40,62",3182,"8,08"
02/12/2015 12:00,"40,57","3178,25","8,08"
02/12/2015 12:05,"40,57",3179,"8,075"
02/12/2015 12:10,"40,54","3179,15","8,08"
02/12/2015 12:20,"40,52","3178,55","8,07"
02/12/2015 12:25,"40,39","3180,55","8,086"
02/12/2015 12:30,"40,3",3182,"8,08"
02/12/2015 12:35,"40,34","3177,95","8,09"
02/12/2015 12:40,"40,4",3173,"8,09"
02/12/2015 12:45,"40,44","3165,5","8,09"
02/12/2015 12:50,"40,37",3165,"8,09"
02/12/2015 12:55,"40,44",3162,"8,105"
03/12/2015 08:00,"40,68",3170,"8,12"
03/12/2015 08:05,"40,82",3165,"8,121"
03/12/2015 08:10,"40,72",3172,"8,15"
03/12/2015 08:15,"40,69",3170,"8,13"
03/12/2015 08:20,"40,73","3167,9","8,136"
03/12/2015 08:25,"40,67","3169,5","8,155"
03/12/2015 08:30,"40,78","3166,9","8,148"
03/12/2015 08:35,"40,63",3164,"8,16"
03/12/2015 08:40,"40,71",3162,"8,16"
03/12/2015 08:45,"40,7",3156,"8,158"
03/12/2015 08:50,"40,65","3150,15","8,149"
03/12/2015 09:00,"40,53","3152,75","8,15"
03/12/2015 09:10,"40,49","3147,05","8,16"
03/12/2015 09:15,"40,45",3149,"8,16"
03/12/2015 09:20,"40,47","3142,05","8,16"
03/12/2015 09:25,"40,52",3138,"8,155"
03/12/2015 09:30,"40,5","3146,95","8,155"
03/12/2015 09:35,"40,55",3145,"8,17"
03/12/2015 09:40,"40,47",3148,"8,169"
03/12/2015 09:45,"40,28",3150,"8,176"
03/12/2015 09:50,"40,34",3150,"8,185"
03/12/2015 09:55,"40,32","3149,25","8,182"
03/12/2015 10:00,"40,35","3145,15","8,18"
03/12/2015 10:05,"40,18","3145,3","8,188"
03/12/2015 10:10,"40,15",3150,"8,19"
03/12/2015 10:15,"40,15","3147,15","8,187"
03/12/2015 10:20,"40,2","3152,99","8,19"
03/12/2015 10:25,"40,14","3147,5","8,185"
03/12/2015 10:30,"40,15","3149,5","8,181"
03/12/2015 10:35,"40,2",3150,"8,185"
03/12/2015 10:40,"40,32",3150,"8,181"
03/12/2015 10:45,"40,38","3145,15","8,18"
03/12/2015 10:50,"40,45",3144,"8,177"
03/12/2015 10:55,"40,4","3143,1","8,175"
03/12/2015 11:00,"40,41",3152,"8,19"
03/12/2015 11:05,"40,38",3153,"8,186"
03/12/2015 11:10,"40,32",3152,"8,19"
03/12/2015 11:15,"40,44","3151,65","8,185"
03/12/2015 11:20,"40,36",3150,"8,18"
03/12/2015 11:25,"40,38","3152,5","8,18"
03/12/2015 11:30,"40,4","3145,55","8,175"
03/12/2015 11:35,"40,66","3145,35","8,176"
03/12/2015 11:40,"40,73",3145,"8,175"
03/12/2015 11:45,"40,69","3147,3","8,18"
03/12/2015 12:00,"40,67",3148,"8,189"
03/12/2015 12:05,"40,91",3147,"8,18"
03/12/2015 12:10,"40,85","3147,55","8,185"
03/12/2015 12:15,"40,94","3148,5","8,19"
03/12/2015 12:20,"41,01","3145,15","8,185"
03/12/2015 12:25,"40,98",3144,"8,18"
03/12/2015 12:30,"40,91",3143,"8,175"
03/12/2015 12:35,"40,91",3144,"8,18"
03/12/2015 12:40,"41,55",3144,"8,18"
03/12/2015 12:45,"41,55",3144,"8,17"
03/12/2015 12:50,"41,58","3142,6","8,16"
03/12/2015 12:55,"41,38",3143,"8,161"
04/12/2015 08:30,"41,56",3160,"8,2"
04/12/2015 08:35,"41,7","3152,5","8,2"
04/12/2015 08:40,"41,69",3145,"8,19"
04/12/2015 08:45,"41,17","3149,99","8,19"
04/12/2015 08:50,"40,42",3170,"8,22"
04/12/2015 08:55,"40,37",3165,"8,21"
04/12/2015 09:00,"39,97",3172,"8,22"
04/12/2015 09:05,"39,78",3176,"8,229"
04/12/2015 09:10,"39,97",3171,"8,215"
04/12/2015 09:15,"39,86",3179,"8,207"
04/12/2015 09:25,"40,09","3175,1","8,21"
04/12/2015 09:35,"40,04","3173,5","8,21"
04/12/2015 09:45,"40,07",3176,"8,21"
04/12/2015 09:50,"40,16",3173,"8,2"
04/12/2015 09:55,"39,9",3181,"8,2"
04/12/2015 10:00,"40,01","3182,95","8,2"
04/12/2015 10:10,"39,93","3178,1","8,2"
04/12/2015 10:20,"40,04","3179,6","8,21"
04/12/2015 10:25,"39,97",3179,"8,21"
04/12/2015 10:50,"40,12",3195,"8,214"
04/12/2015 10:55,"40,08","3192,8","8,22"
04/12/2015 11:05,"40,51","3192,2","8,22"
04/12/2015 11:10,"40,37",3186,"8,22"
04/12/2015 11:20,"40,43","3189,4","8,2"
04/12/2015 11:25,"39,98","3189,9","8,2"
04/12/2015 11:30,"40,15","3192,2","8,214"
04/12/2015 11:35,"40,17","3185,1","8,205"
04/12/2015 11:45,"40,23","3191,9","8,2"
04/12/2015 11:55,"40,09",3190,"8,19"
04/12/2015 12:00,"40,06",3200,"8,206"
04/12/2015 12:05,"40,06",3197,"8,2"
04/12/2015 12:15,"40,02",3199,"8,2"
04/12/2015 12:25,"39,88",3200,"8,2"
04/12/2015 12:30,"40,02","3202,8","8,19"
04/12/2015 12:35,40,3199,"8,19"
04/12/2015 12:40,"39,94","3197,8","8,18"
04/12/2015 12:45,"40,05","3196,1","8,18"
04/12/2015 12:50,"40,03","3198,9","8,18"
04/12/2015 12:55,"40,04","3203,9","8,17"
07/12/2015 08:00,"39,13",3239,"8,278"
07/12/2015 08:10,"39,1",3244,"8,27"
07/12/2015 08:20,"39,05",3247,"8,253"
07/12/2015 08:25,"38,91",3261,"8,27"
07/12/2015 08:30,"38,85",3260,"8,26"
07/12/2015 08:40,"38,88",3260,"8,26"
07/12/2015 08:45,"38,68",3264,"8,26"
07/12/2015 08:50,"38,64","3261,99","8,26"
07/12/2015 09:05,"38,58","3269,25","8,255"
07/12/2015 09:10,"38,65",3265,"8,27"
07/12/2015 09:20,"38,6","3265,5","8,27"
07/12/2015 09:25,"38,68",3265,"8,29"
07/12/2015 09:45,"38,6",3264,"8,28"
07/12/2015 09:50,"38,53",3265,"8,28"
07/12/2015 10:10,"38,34",3270,"8,285"
07/12/2015 10:15,"38,26",3267,"8,28"
07/12/2015 10:25,"38,09",3285,"8,29"
07/12/2015 10:30,"38,08",3290,"8,31"
07/12/2015 10:35,"38,14","3302,75","8,32"
07/12/2015 10:45,"38,08","3296,5","8,31"
07/12/2015 10:50,"38,27","3296,5","8,31"
07/12/2015 10:55,"38,3","3297,5","8,3"
07/12/2015 11:05,"38,23","3297,75","8,3"
07/12/2015 11:10,"38,06","3308,95","8,31"
07/12/2015 11:15,"38,05",3309,"8,3"
07/12/2015 11:20,38,"3310,5","8,31"
07/12/2015 11:25,"37,91","3324,9","8,32"
07/12/2015 11:30,"38,13",3315,"8,33"
07/12/2015 11:35,"38,14",3296,"8,3"
07/12/2015 11:40,"38,09",3297,"8,295"
07/12/2015 11:45,"37,96",3300,"8,3"
07/12/2015 11:50,"38,04",3304,"8,3"
07/12/2015 11:55,"38,01","3294,1","8,3"
07/12/2015 12:05,"38,02",3290,"8,295"
07/12/2015 12:15,"38,01","3281,65","8,3"
07/12/2015 12:20,"38,03",3281,"8,297"
07/12/2015 12:25,"38,09","3292,8","8,295"
07/12/2015 12:35,"38,05",3298,"8,3"
07/12/2015 12:50,"37,82","3304,75","8,315"
07/12/2015 12:55,"37,85","3308,5","8,33"
09/12/2015 08:00,"37,74",3320,"8,35"
09/12/2015 08:05,"37,81","3327,9","8,349"
09/12/2015 08:10,"37,81",3324,"8,34"
09/12/2015 08:15,"37,8",3325,"8,34"
09/12/2015 08:20,"37,74",3320,"8,34"
09/12/2015 08:25,"37,74","3317,55","8,34"
09/12/2015 08:30,"37,81","3315,6","8,33"
09/12/2015 08:35,"37,82",3321,"8,32"
09/12/2015 08:40,"37,66",3325,"8,33"
09/12/2015 08:45,"37,64",3325,"8,33"
09/12/2015 08:50,"37,62","3323,95","8,32"
09/12/2015 08:55,"37,61",3324,"8,319"
09/12/2015 09:00,"37,73",3319,"8,29"
09/12/2015 09:05,"37,84","3318,9","8,287"
09/12/2015 09:10,"37,86",3319,"8,29"
09/12/2015 09:15,38,3320,"8,29"
09/12/2015 09:20,"38,05","3316,2","8,3"
09/12/2015 09:45,"38,08",3317,"8,307"
09/12/2015 09:50,"38,07",3313,"8,3"
09/12/2015 09:55,"38,08","3314,5","8,3"
09/12/2015 10:00,"38,22","3312,55","8,295"
09/12/2015 10:15,"38,37","3295,65","8,275"
09/12/2015 10:20,"38,32",3295,"8,28"
09/12/2015 10:25,"38,53",3301,"8,28"
09/12/2015 10:30,"38,91",3288,"8,271"
09/12/2015 10:35,"38,62",3290,"8,28"
09/12/2015 10:40,"38,64",3283,"8,29"
09/12/2015 10:45,"38,17",3290,"8,29"
09/12/2015 10:50,"38,15","3285,05","8,3"
09/12/2015 11:00,"38,07",3291,"8,305"
09/12/2015 11:05,"37,88","3291,95","8,3"
09/12/2015 11:10,"37,88","3293,9","8,305"
09/12/2015 11:15,"37,69","3299,98","8,31"
09/12/2015 11:20,"37,82",3280,"8,29"
09/12/2015 11:25,"37,71","3245,3","8,28"
09/12/2015 11:30,"37,66",3260,"8,28"
09/12/2015 11:35,"37,61",3273,"8,29"
09/12/2015 11:45,"37,18",3286,"8,305"
09/12/2015 11:50,"37,31",3290,"8,305"
09/12/2015 12:00,"37,28",3276,"8,29"
09/12/2015 12:05,"37,39",3278,"8,29"
09/12/2015 12:10,"37,4","3268,15","8,28"
09/12/2015 12:30,"37,14",3275,"8,286"
09/12/2015 12:35,"36,88",3287,"8,293"
09/12/2015 12:40,"37,09",3285,"8,275"
09/12/2015 12:50,"37,09",3280,"8,275"
09/12/2015 12:55,"36,99","3283,1","8,285"
10/12/2015 09:25,"36,76",3253,"8,299"
10/12/2015 09:30,"36,76","3259,95","8,299"
10/12/2015 09:35,"36,85",3261,"8,3"
10/12/2015 09:45,"36,97",3257,"8,3"
10/12/2015 09:55,"36,93","3260,5","8,302"
10/12/2015 10:00,"36,91",3263,"8,319"
10/12/2015 10:05,"36,83","3262,1","8,31"
10/12/2015 10:10,"36,93",3262,"8,31"
10/12/2015 10:25,"36,96","3264,7","8,305"
10/12/2015 10:35,"37,11","3263,65","8,31"
10/12/2015 10:40,"37,08","3264,6","8,29"
10/12/2015 10:45,"36,95","3261,5","8,29"
10/12/2015 10:50,"36,88","3262,15","8,29"
10/12/2015 10:55,"36,93","3262,3","8,298"
10/12/2015 11:00,"36,93",3263,"8,299"
10/12/2015 11:05,"36,83","3264,1","8,3"
10/12/2015 11:20,"37,02",3261,"8,3"
10/12/2015 11:30,"36,94",3258,"8,3"
10/12/2015 11:35,"36,86",3259,"8,3"
10/12/2015 11:40,"36,73","3259,1","8,305"
10/12/2015 11:45,"36,84",3244,"8,291"
10/12/2015 11:50,"36,75",3255,"8,3"
10/12/2015 12:05,"36,82",3257,"8,3"
10/12/2015 12:20,"36,75",3259,"8,319"
10/12/2015 12:25,"36,82",3257,"8,31"
10/12/2015 12:30,"36,8",3264,"8,301"
10/12/2015 12:35,"36,74","3259,1","8,317"
10/12/2015 12:40,"36,75","3253,8","8,319"
10/12/2015 12:45,"36,78","3249,9","8,325"
10/12/2015 12:50,"36,79","3250,95","8,33"
10/12/2015 12:55,"36,89","3246,2","8,33"
11/12/2015 08:00,"36,34","3298,4","8,37"
11/12/2015 08:05,"36,31",3290,"8,37"
11/12/2015 08:10,"36,37","3289,8","8,355"
11/12/2015 08:15,"36,33",3290,"8,351"
11/12/2015 08:20,"36,4",3283,"8,355"
11/12/2015 08:25,"36,39","3282,5","8,35"
11/12/2015 08:40,"36,45",3278,"8,35"
11/12/2015 08:45,"36,42",3278,"8,35"
11/12/2015 08:50,"36,25","3280,7","8,36"
11/12/2015 09:00,"36,36",3278,"8,35"
11/12/2015 09:05,"36,45","3279,95","8,36"
11/12/2015 09:10,"36,46","3279,1","8,369"
11/12/2015 09:15,"36,31",3287,"8,37"
11/12/2015 09:20,"36,28",3283,"8,365"
11/12/2015 09:25,"36,32",3282,"8,365"
11/12/2015 09:30,"36,28","3284,55","8,36"
11/12/2015 09:35,"36,08",3287,"8,38"
11/12/2015 09:40,"36,1","3288,1","8,38"
11/12/2015 09:45,"35,98",3297,"8,378"
11/12/2015 09:50,"35,9",3295,"8,38"
11/12/2015 09:55,"35,86",3300,"8,38"
11/12/2015 10:00,"35,91","3297,7","8,379"
11/12/2015 10:05,"35,96","3297,7","8,38"
11/12/2015 10:10,36,"3301,3","8,406"
11/12/2015 10:15,"35,91",3305,"8,418"
11/12/2015 10:20,"35,97",3304,"8,4"
11/12/2015 10:25,"36,1",3300,"8,39"
11/12/2015 10:30,"36,08",3301,"8,39"
11/12/2015 10:35,"36,08",3303,"8,4"
11/12/2015 10:40,"36,1",3300,"8,401"
11/12/2015 10:45,"36,04",3299,"8,395"
11/12/2015 10:55,"35,89","3302,9","8,405"
11/12/2015 11:00,"35,94",3299,"8,41"
11/12/2015 11:10,"35,9",3302,"8,41"
11/12/2015 11:15,36,3302,"8,41"
11/12/2015 11:20,"35,87","3301,1","8,41"
11/12/2015 11:25,"35,75","3304,4","8,413"
11/12/2015 11:30,"35,79",3305,"8,412"
11/12/2015 11:35,"35,74",3305,"8,415"
11/12/2015 11:40,"35,8",3302,"8,42"
11/12/2015 11:45,"35,9",3314,"8,43"
11/12/2015 11:50,"35,86","3313,1","8,42"
11/12/2015 11:55,"35,81",3315,"8,42"
11/12/2015 12:00,"35,74",3313,"8,421"
11/12/2015 12:05,"35,75","3313,5","8,42"
11/12/2015 12:15,"35,67",3315,"8,416"
11/12/2015 12:20,"35,74","3312,1","8,43"
11/12/2015 12:25,"35,67","3317,5","8,435"
11/12/2015 12:30,"35,63",3317,"8,44"
11/12/2015 12:35,"35,69","3319,95","8,44"
11/12/2015 12:40,"35,61","3322,6","8,44"
11/12/2015 12:45,"35,61",3340,"8,45"
11/12/2015 12:50,"35,58",3339,"8,45"
11/12/2015 12:55,"35,49",3328,"8,46"
14/12/2015 08:10,"34,7",3373,"8,48"
14/12/2015 08:25,"34,76","3368,5","8,475"
14/12/2015 08:30,"34,92","3368,25","8,47"
14/12/2015 08:40,"34,96","3365,5","8,46"
14/12/2015 08:45,"35,06","3355,25","8,452"
14/12/2015 08:50,"35,15","3353,2","8,45"
14/12/2015 08:55,"35,4",3351,"8,458"
14/12/2015 09:00,"35,39","3344,44","8,45"
14/12/2015 09:05,"35,25",3350,"8,473"
14/12/2015 09:10,"35,19",3353,"8,478"
14/12/2015 09:15,"35,25","3349,15","8,45"
14/12/2015 09:20,"35,21",3344,"8,455"
14/12/2015 09:30,"35,35",3343,"8,45"
14/12/2015 09:55,"35,22",3350,"8,46"
14/12/2015 10:25,"35,48","3354,75","8,46"
14/12/2015 10:30,"35,56","3361,1","8,47"
14/12/2015 10:35,"35,65",3357,"8,47"
14/12/2015 10:40,"35,84",3351,"8,468"
14/12/2015 10:45,"35,75",3350,"8,46"
14/12/2015 10:50,"35,8","3350,5","8,47"
14/12/2015 10:55,"35,94","3356,9","8,47"
14/12/2015 11:00,"35,74",3356,"8,48"
14/12/2015 11:05,"35,63","3362,6","8,489"
14/12/2015 11:10,"35,53",3360,"8,48"
14/12/2015 11:15,"35,37",3374,"8,5"
14/12/2015 11:20,"35,56","3372,5","8,498"
14/12/2015 11:25,"35,68",3368,"8,503"
14/12/2015 11:30,"35,8","3369,5","8,503"
14/12/2015 11:35,"36,11",3363,"8,5"
14/12/2015 11:40,"36,26",3359,"8,479"
14/12/2015 11:45,"36,07",3360,"8,47"
14/12/2015 11:50,"36,22","3355,05","8,47"
14/12/2015 12:00,"36,27","3354,55","8,48"
14/12/2015 12:05,"36,31",3354,"8,48"
14/12/2015 12:10,"36,27",3355,"8,48"
14/12/2015 12:15,"36,43",3355,"8,46"
14/12/2015 12:30,"36,38","3359,5","8,46"
14/12/2015 12:35,"36,33","3355,25","8,46"
14/12/2015 12:40,"36,24","3354,75","8,465"
14/12/2015 12:45,"36,32",3355,"8,47"
14/12/2015 12:50,"36,6","3353,5","8,47"
14/12/2015 12:55,"36,54","3350,3","8,47"
15/12/2015 08:00,"36,47",3340,"8,41"
15/12/2015 08:05,"36,4",3345,"8,4"
15/12/2015 08:15,"36,16",3347,"8,42"
15/12/2015 08:20,"36,2","3350,5","8,43"
15/12/2015 08:25,"36,25",3345,"8,42"
15/12/2015 08:35,"36,21","3355,9","8,42"
15/12/2015 08:40,"36,28",3359,"8,426"
15/12/2015 08:45,"36,33","3368,55","8,44"
15/12/2015 08:50,"36,52","3361,2","8,447"
15/12/2015 08:55,"36,44",3357,"8,436"
15/12/2015 09:00,"36,56","3348,5","8,44"
15/12/2015 09:05,"36,71","3336,35","8,42"
15/12/2015 09:10,"36,81",3344,"8,427"
15/12/2015 09:15,"36,95","3338,5","8,42"
15/12/2015 09:20,"36,75",3340,"8,425"
15/12/2015 09:25,"36,86",3332,"8,408"
15/12/2015 09:30,"37,03","3322,2","8,38"
15/12/2015 09:35,"37,18","3319,05","8,394"
15/12/2015 09:40,"37,22","3316,05","8,39"
15/12/2015 09:45,"37,15","3320,7","8,395"
15/12/2015 09:50,37,3319,"8,395"
15/12/2015 09:55,"36,96","3317,5","8,395"
15/12/2015 10:00,"36,89","3317,3","8,407"
15/12/2015 10:05,"36,78",3321,"8,4"
15/12/2015 10:15,"36,69","3321,75","8,414"
15/12/2015 10:20,"36,76","3320,01","8,415"
15/12/2015 10:25,"36,93",3323,"8,415"
15/12/2015 10:30,"36,85","3323,6","8,415"
15/12/2015 10:35,"36,9","3322,5","8,42"
15/12/2015 10:40,"36,97",3322,"8,428"
15/12/2015 10:50,"36,83","3323,6","8,43"
