Date,CL1 Comdty,COLTES 10 07/24/2024 Govt,COFX Index
19/03/2009," 51,61 ","9,605","2338,3"
20/03/2009," 51,06 ","9,48",2359
24/03/2009," 53,98 ","9,68","2367,6"
25/03/2009," 52,77 ","9,74",2414
26/03/2009," 54,34 ","9,89","2435,99"
27/03/2009," 52,38 ","9,95","2494,4"
31/03/2009," 49,66 ","9,9",2547
01/04/2009," 48,39 ","9,79","2495,5"
02/04/2009," 52,64 ","9,76","2440,1"
03/04/2009," 52,51 ","9,8",2413
06/04/2009," 51,05 ","9,667","2409,1"
07/04/2009," 49,15 ","9,67","2420,2"
08/04/2009," 49,38 ","9,65",2414
13/04/2009," 50,05 ","9,491",2386
14/04/2009," 49,41 ","9,305","2391,4"
15/04/2009," 49,25 ","9,295","2370,8"
16/04/2009," 49,98 ","9,374","2348,9"
17/04/2009," 50,33 ","9,37","2341,95"
20/04/2009," 45,88 ","9,39","2377,1"
21/04/2009," 46,51 ","9,245","2330,7"
22/04/2009," 48,85 ","9,17","2316,5"
23/04/2009," 49,62 ","9,15","2303,88"
24/04/2009," 51,55 ","9,164",2290
27/04/2009," 50,14 ","9,26","2340,05"
28/04/2009," 49,92 ","9,193","2329,6"
29/04/2009," 50,97 ","9,16","2292,05"
30/04/2009," 51,12 ","9,15","2294,95"
04/05/2009," 54,47 ","9,147","2280,64"
05/05/2009," 53,84 ","9,155",2252
06/05/2009," 56,34 ","9,2","2228,1"
07/05/2009," 56,71 ","9,1",2222
08/05/2009," 58,63 ","9,07","2202,01"
11/05/2009," 58,50 ","9,001","2223,99"
12/05/2009," 58,85 ","8,941","2234,95"
13/05/2009," 58,02 ","8,88","2252,25"
14/05/2009," 58,62 ","8,92",2259
15/05/2009," 56,34 ","8,935","2263,5"
18/05/2009," 59,03 ","8,915","2246,15"
19/05/2009," 59,65 ","8,862",2217
20/05/2009," 62,04 ","8,84","2193,5"
21/05/2009," 61,05 ",9,"2205,5"
22/05/2009," 61,67 ","9,07","2207,4"
26/05/2009," 62,45 ","9,09","2214,55"
27/05/2009," 63,45 ","9,1","2213,5"
28/05/2009," 65,08 ","9,225",2175
29/05/2009," 66,31 ","9,19","2137,5"
01/06/2009," 68,58 ","9,56","2100,2"
02/06/2009," 68,55 ","9,55",2063
03/06/2009," 66,12 ","9,315","2086,7"
04/06/2009," 68,81 ","9,44","2057,9"
05/06/2009," 68,44 ","9,68","2063,95"
08/06/2009," 68,09 ","9,869","2091,8"
09/06/2009," 70,01 ","9,77","2055,8"
10/06/2009," 71,33 ","9,74","2055,45"
11/06/2009," 72,68 ","9,67",2016
12/06/2009," 72,04 ","9,595","2012,8"
16/06/2009," 70,47 ","9,9",2040
17/06/2009," 71,03 ","9,76","2077,15"
18/06/2009," 71,37 ","9,77","2089,61"
19/06/2009," 69,55 ","9,75",2120
23/06/2009," 69,24 ","9,95",2160
24/06/2009," 68,67 ","9,998",2175
25/06/2009," 70,23 ","9,9",2170
26/06/2009," 69,16 ","9,809","2150,05"
30/06/2009," 69,89 ","9,7","2142,65"
01/07/2009," 69,31 ","9,61",2084
02/07/2009," 66,73 ","9,595",2099
06/07/2009," 64,05 ","9,456",2105
07/07/2009," 62,93 ","9,39","2096,85"
08/07/2009," 60,14 ","9,464","2115,26"
09/07/2009," 60,41 ","9,43",2110
10/07/2009," 59,89 ","9,45","2103,82"
13/07/2009," 59,69 ","9,52","2073,35"
14/07/2009," 59,52 ","9,5",2046
15/07/2009," 61,54 ","9,33",2019
16/07/2009," 62,02 ","9,259",2024
17/07/2009," 63,56 ","9,106",2008
21/07/2009," 64,72 ","9,05","1984,85"
22/07/2009," 65,40 ","9,02","1972,35"
23/07/2009," 67,16 ","8,94",1954
24/07/2009," 68,05 ","8,91",1985
27/07/2009," 68,38 ","9,19",1996
28/07/2009," 67,23 ","8,975",2025
03/08/2009," 71,58 ","9,015","2008,39"
04/08/2009," 71,42 ","9,03",1992
05/08/2009," 71,97 ","9,02","1988,6"
11/08/2009," 69,45 ","9,25","2045,5"
12/08/2009," 70,16 ","9,3","2014,1"
14/08/2009," 67,51 ","9,33",2017
18/08/2009," 69,19 ","9,46",2038
19/08/2009," 72,42 ","9,61","2020,7"
20/08/2009," 72,54 ","9,58","2014,3"
21/08/2009," 73,89 ","9,65",2001
24/08/2009," 74,37 ","9,621","2006,3"
25/08/2009," 72,05 ","9,55",2020
01/09/2009," 68,05 ","9,63",2074
02/09/2009," 68,05 ","9,57","2055,9"
03/09/2009," 67,96 ","9,48",2026
04/09/2009," 68,02 ","9,455","2021,45"
08/09/2009," 71,10 ","9,625",2002
09/09/2009," 71,31 ","9,74","2011,5"
11/09/2009," 69,29 ","9,72","1996,9"
15/09/2009," 70,93 ","9,75","1975,5"
16/09/2009," 72,51 ","9,76","1957,15"
17/09/2009," 72,47 ","9,59",1965
21/09/2009," 69,71 ","9,48",1933
22/09/2009," 71,55 ","9,36","1920,5"
24/09/2009," 65,89 ","9,37","1928,1"
25/09/2009," 66,02 ","9,31",1924
28/09/2009," 66,84 ","9,275","1918,1"
29/09/2009," 66,71 ","9,18",1931
30/09/2009," 70,61 ","9,156","1918,4"
01/10/2009," 70,82 ","9,22",1929
02/10/2009," 69,95 ","9,15","1919,1"
05/10/2009," 70,41 ","9,145","1925,4"
06/10/2009," 70,88 ","9,09","1907,6"
07/10/2009," 69,57 ","9,09",1889
08/10/2009," 71,69 ","9,05",1858
09/10/2009," 71,77 ","9,06",1847
13/10/2009," 74,15 ","9,05",1826
14/10/2009," 75,18 ","8,941","1827,5"
15/10/2009," 77,58 ","8,967",1846
16/10/2009," 78,53 ","8,9","1843,5"
19/10/2009," 79,61 ","8,832","1872,6"
20/10/2009," 79,09 ","8,832","1920,45"
21/10/2009," 81,37 ","8,795","1895,6"
22/10/2009," 81,19 ","8,79","1916,6"
26/10/2009," 78,68 ","8,615",1950
27/10/2009," 79,55 ","8,66",1983
28/10/2009," 77,46 ","8,615","2021,9"
29/10/2009," 79,87 ","8,59","1975,05"
03/11/2009," 79,60 ","8,48","1988,5"
04/11/2009," 80,40 ","8,35",1961
05/11/2009," 79,62 ","8,41","1980,55"
06/11/2009," 77,43 ","8,27","1984,3"
09/11/2009," 79,43 ","8,245",1967
10/11/2009," 79,05 ","8,22",1969
12/11/2009," 76,94 ","8,09","1967,25"
13/11/2009," 76,35 ","8,038","1969,05"
19/11/2009," 77,46 ","8,17",1969
20/11/2009," 76,72 ","8,07",1972
23/11/2009," 77,56 ","8,09",1967
24/11/2009," 76,02 ","7,875",1975
25/11/2009," 77,96 ","7,9","1974,96"
27/11/2009," 76,05 ","7,96","1991,8"
30/11/2009," 77,28 ","7,998","2003,8"
01/12/2009," 78,37 ","7,95","1989,7"
02/12/2009," 76,60 ","7,962","1992,61"
03/12/2009," 76,46 ","8,04",1991
04/12/2009," 75,47 ","8,155","2006,05"
07/12/2009," 73,93 ","8,339","2001,1"
09/12/2009," 70,67 ","8,2","2020,9"
10/12/2009," 70,54 ","8,217","2007,25"
14/12/2009," 69,51 ","8,197","1992,9"
15/12/2009," 70,69 ","8,389",2003
16/12/2009," 72,66 ","8,38","2003,8"
17/12/2009," 72,65 ","8,4",2020
18/12/2009," 73,36 ","8,375","2029,05"
21/12/2009," 72,47 ","8,56","2037,6"
22/12/2009," 74,40 ","8,5",2058
23/12/2009," 76,67 ","8,45",2048
28/12/2009," 78,77 ","8,558","2042,4"
04/01/2010," 81,51 ","8,6",2013
05/01/2010," 81,77 ","8,54","1988,4"
06/01/2010," 83,18 ","8,678",1974
07/01/2010," 82,66 ","8,785",1971
08/01/2010," 82,75 ","8,7","1963,5"
12/01/2010," 80,79 ","8,84","1962,15"
13/01/2010," 79,65 ",9,1973
15/01/2010," 78,00 ","8,87","1969,5"
19/01/2010," 79,02 ","8,7",1958
20/01/2010," 77,62 ","8,8","1965,95"
21/01/2010," 76,08 ","8,67","1975,75"
22/01/2010," 74,54 ","8,75","1967,97"
25/01/2010," 75,26 ","8,745","1959,9"
26/01/2010," 74,71 ","8,76","1969,8"
27/01/2010," 73,67 ","8,91",1989
28/01/2010," 73,64 ","8,861","1992,65"
29/01/2010," 72,89 ","8,875","1982,9"
01/02/2010," 74,43 ","9,04","1968,35"
02/02/2010," 77,23 ","9,195","1962,95"
03/02/2010," 76,98 ","9,15","1967,9"
04/02/2010," 73,14 ","9,25","1989,8"
05/02/2010," 71,19 ","9,15","2008,4"
08/02/2010," 71,89 ","9,1","2003,5"
09/02/2010," 73,75 ","8,995","1969,9"
11/02/2010," 75,28 ","8,98",1934
12/02/2010," 74,13 ","9,025","1936,4"
16/02/2010," 77,01 ","9,2","1929,44"
17/02/2010," 77,33 ","9,21","1933,4"
18/02/2010," 79,06 ","9,398","1930,75"
19/02/2010," 79,81 ","9,36",1922
22/02/2010," 80,16 ","9,4",1919
23/02/2010," 78,86 ","9,3","1930,45"
24/02/2010," 80,00 ","9,3","1934,4"
25/02/2010," 78,17 ","9,4",1942
26/02/2010," 79,66 ","9,35","1923,5"
01/03/2010," 78,70 ","9,16",1911
02/03/2010," 79,68 ","9,19","1895,45"
03/03/2010," 80,87 ","9,26",1927
04/03/2010," 80,21 ","9,3","1917,55"
05/03/2010," 81,50 ","9,23",1899
08/03/2010," 81,87 ","9,265",1895
09/03/2010," 81,49 ","9,334","1887,8"
10/03/2010," 82,09 ","9,248",1894
11/03/2010," 82,11 ","9,185","1894,9"
12/03/2010," 81,24 ","9,09",1900
15/03/2010," 79,80 ","9,099","1893,5"
16/03/2010," 81,70 ","9,135",1900
17/03/2010," 82,93 ","9,12","1893,2"
18/03/2010," 82,20 ","9,199","1900,05"
19/03/2010," 80,68 ","9,17","1907,8"
23/03/2010," 81,91 ","9,14","1909,4"
24/03/2010," 80,61 ","9,187","1929,3"
25/03/2010," 80,53 ","9,15","1926,95"
26/03/2010," 80,00 ","9,155",1938
29/03/2010," 82,17 ","9,17","1934,66"
30/03/2010," 82,37 ","9,178","1928,6"
31/03/2010," 83,76 ","9,138","1919,1"
05/04/2010," 86,62 ","9,115","1909,75"
06/04/2010," 86,84 ","8,91","1915,5"
07/04/2010," 85,88 ","8,781","1929,5"
08/04/2010," 85,39 ","8,835","1922,75"
09/04/2010," 84,92 ","8,73",1929
12/04/2010," 84,34 ","8,7","1925,3"
13/04/2010," 84,05 ","8,77",1941
14/04/2010," 85,84 ","8,66","1947,95"
15/04/2010," 85,51 ","8,652","1936,2"
16/04/2010," 83,24 ","8,645",1946
19/04/2010," 81,45 ","8,58","1951,9"
20/04/2010," 83,45 ","8,629",1947
21/04/2010," 83,68 ","8,64",1948
22/04/2010," 83,70 ","8,6","1954,35"
23/04/2010," 85,12 ","8,575","1951,2"
26/04/2010," 84,20 ","8,615","1947,5"
27/04/2010," 82,44 ","8,659","1964,15"
28/04/2010," 83,22 ","8,71",1977
29/04/2010," 85,17 ","8,6",1959
30/04/2010," 86,15 ","8,4","1956,95"
03/05/2010," 86,19 ","8,17","1964,05"
04/05/2010," 82,74 ","8,275","1987,15"
05/05/2010," 79,97 ","8,27",1997
06/05/2010," 77,11 ","8,6",2018
07/05/2010," 75,11 ","8,58","2023,1"
10/05/2010," 76,80 ","8,44","1987,4"
11/05/2010," 76,37 ","8,425","1970,1"
12/05/2010," 75,65 ","8,38","1963,6"
13/05/2010," 74,40 ","8,46","1952,7"
14/05/2010," 71,61 ","8,538",1980
18/05/2010," 69,41 ","8,611","1985,4"
19/05/2010," 69,87 ","8,565","2001,01"
20/05/2010," 68,01 ","8,565","2011,95"
21/05/2010," 70,04 ","8,445","1991,95"
24/05/2010," 70,21 ","8,46","1977,52"
25/05/2010," 68,75 ","8,4","1994,1"
26/05/2010," 71,51 ","8,33","1973,5"
27/05/2010," 74,55 ","8,37","1969,9"
28/05/2010," 73,97 ","8,377","1972,8"
01/06/2010," 72,58 ","8,294","1971,18"
02/06/2010," 72,86 ","8,275",1967
03/06/2010," 74,61 ","8,263","1958,1"
04/06/2010," 71,51 ","8,29","1965,6"
08/06/2010," 71,99 ","8,36",1961
09/06/2010," 74,38 ","8,22","1940,5"
10/06/2010," 75,48 ","8,25","1925,95"
11/06/2010," 73,78 ","8,285","1925,5"
15/06/2010," 76,94 ","8,285","1919,4"
16/06/2010," 77,67 ","8,3",1911
17/06/2010," 76,79 ","8,32","1902,35"
18/06/2010," 77,18 ","8,294","1910,45"
21/06/2010," 77,82 ","8,29","1895,4"
22/06/2010," 77,21 ","8,26",1889
23/06/2010," 76,35 ","8,27",1896
24/06/2010," 76,51 ","8,258",1897
25/06/2010," 78,86 ","8,2",1900
28/06/2010," 78,25 ","8,152","1905,25"
29/06/2010," 75,94 ","8,17","1920,8"
30/06/2010," 75,63 ","8,095",1900
01/07/2010," 72,95 ","8,015","1899,8"
02/07/2010," 72,14 ","8,06","1889,5"
06/07/2010," 71,98 ","8,094",1894
07/07/2010," 74,07 ","7,951","1906,3"
08/07/2010," 75,44 ","7,975",1884
09/07/2010," 76,09 ","7,98",1874
12/07/2010," 74,95 ","7,925","1878,6"
13/07/2010," 77,15 ","7,913","1871,5"
14/07/2010," 77,04 ","7,85","1871,4"
15/07/2010," 76,62 ","7,88","1869,5"
16/07/2010," 76,01 ","7,79","1876,6"
19/07/2010," 76,54 ","7,77","1874,65"
21/07/2010," 76,56 ","7,774","1866,35"
22/07/2010," 79,30 ","7,86","1861,8"
23/07/2010," 78,98 ","7,98",1868
26/07/2010," 78,98 ","7,926","1859,35"
27/07/2010," 77,50 ","7,96","1849,35"
28/07/2010," 76,99 ","7,84","1845,45"
29/07/2010," 78,36 ","7,799","1843,45"
30/07/2010," 78,95 ","7,725","1844,3"
02/08/2010," 81,34 ","7,715","1831,5"
03/08/2010," 82,55 ","7,75","1831,35"
04/08/2010," 82,47 ","7,65","1822,65"
05/08/2010," 82,01 ","7,63","1819,9"
06/08/2010," 80,70 ","7,52","1814,9"
09/08/2010," 81,48 ","7,525","1808,49"
10/08/2010," 80,25 ","7,502","1808,65"
11/08/2010," 78,02 ","7,58","1802,45"
12/08/2010," 75,74 ","7,61","1826,25"
13/08/2010," 75,39 ","7,63","1834,9"
17/08/2010," 75,77 ","7,52",1807
18/08/2010," 75,42 ","7,45","1810,16"
19/08/2010," 74,43 ","7,47",1818
20/08/2010," 73,46 ","7,431",1821
23/08/2010," 73,10 ","7,48","1813,4"
24/08/2010," 71,63 ","7,45",1819
25/08/2010," 72,52 ","7,44","1817,97"
26/08/2010," 73,36 ","7,485",1816
27/08/2010," 75,17 ","7,45","1817,4"
30/08/2010," 74,70 ","7,405","1827,5"
31/08/2010," 71,92 ","7,43",1826
01/09/2010," 73,91 ","7,403",1812
02/09/2010," 75,02 ","7,379","1813,5"
03/09/2010," 74,60 ","7,39","1808,55"
07/09/2010," 74,09 ","7,584","1807,05"
08/09/2010," 74,67 ","7,635",1805
09/09/2010," 74,25 ","7,69",1804
10/09/2010," 76,45 ","7,8","1798,4"
13/09/2010," 77,19 ","7,76","1791,3"
14/09/2010," 76,80 ","7,671","1790,95"
15/09/2010," 76,02 ","7,61","1807,1"
16/09/2010," 74,57 ","7,531","1810,15"
17/09/2010," 73,66 ","7,56","1798,5"
20/09/2010," 74,86 ","7,516","1799,8"
21/09/2010," 73,52 ","7,61",1805
22/09/2010," 74,71 ","7,68","1806,5"
23/09/2010," 75,18 ","7,67","1811,25"
24/09/2010," 76,49 ","7,665",1802
27/09/2010," 76,52 ","7,62","1803,99"
28/09/2010," 76,18 ","7,611","1804,15"
29/09/2010," 77,86 ","7,66","1799,8"
30/09/2010," 79,97 ","7,76",1802
01/10/2010," 81,58 ","7,765","1797,05"
04/10/2010," 81,47 ","7,81","1803,95"
05/10/2010," 82,82 ","7,76","1801,5"
06/10/2010," 83,23 ","7,64","1789,05"
07/10/2010," 81,67 ","7,52","1787,8"
08/10/2010," 82,66 ","7,401","1786,55"
12/10/2010," 81,67 ","7,462","1789,85"
13/10/2010," 83,01 ","7,44",1791
14/10/2010," 82,69 ","7,5","1801,25"
15/10/2010," 81,25 ","7,46","1809,1"
19/10/2010," 79,49 ","7,47","1816,5"
20/10/2010," 81,77 ","7,43","1809,25"
21/10/2010," 80,56 ","7,47",1819
22/10/2010," 81,69 ","7,45",1828
25/10/2010," 82,52 ","7,43","1829,5"
26/10/2010," 82,55 ","7,465","1840,4"
27/10/2010," 81,94 ","7,47","1848,85"
28/10/2010," 82,18 ","7,45","1835,55"
29/10/2010," 81,43 ","7,425",1840
02/11/2010," 83,90 ","7,517","1843,7"
03/11/2010," 84,69 ","7,5",1837
04/11/2010," 86,49 ","7,42","1817,24"
05/11/2010," 86,85 ","7,41",1821
08/11/2010," 87,06 ","7,39",1832
09/11/2010," 86,72 ","7,42","1841,6"
10/11/2010," 87,81 ","7,48",1854
11/11/2010," 87,81 ","7,65","1857,7"
12/11/2010," 84,88 ","7,72","1868,5"
16/11/2010," 82,34 ","7,795","1883,9"
17/11/2010," 80,44 ","7,595","1873,5"
18/11/2010," 81,85 ","7,62","1869,8"
19/11/2010," 81,51 ","7,78","1876,65"
22/11/2010," 81,74 ","7,82","1880,25"
23/11/2010," 81,25 ","7,92","1893,5"
24/11/2010," 83,86 ","7,818","1891,9"
26/11/2010," 83,76 ","7,91","1908,04"
29/11/2010," 85,73 ","7,94","1922,8"
30/11/2010," 84,11 ","8,039","1944,2"
01/12/2010," 86,75 ","7,911",1932
02/12/2010," 88,00 ","7,85","1906,95"
03/12/2010," 89,19 ","7,801","1883,4"
06/12/2010," 89,38 ","7,75","1889,05"
07/12/2010," 88,69 ","7,86",1895
09/12/2010," 88,37 ","7,95","1909,9"
10/12/2010," 87,79 ","7,999",1881
13/12/2010," 88,61 ","8,089",1906
14/12/2010," 88,28 ","8,098","1896,35"
15/12/2010," 88,62 ","8,08","1906,45"
16/12/2010," 87,70 ","8,154","1917,4"
17/12/2010," 88,02 ","8,109","1918,5"
20/12/2010," 88,81 ","8,11","1931,65"
21/12/2010," 89,82 ","8,15","1936,1"
22/12/2010," 90,48 ","8,12","1923,9"
23/12/2010," 91,51 ","8,15","1936,5"
27/12/2010," 91,00 ","8,18","1995,1"
28/12/2010," 91,49 ","8,145",2037
29/12/2010," 91,12 ","8,14",1937
30/12/2010," 89,84 ","8,16","1924,9"
03/01/2011," 91,55 ","8,19","1893,05"
04/01/2011," 89,38 ","8,25","1894,5"
05/01/2011," 90,30 ","8,29",1881
06/01/2011," 88,38 ","8,26","1866,5"
07/01/2011," 88,03 ","8,23",1872
11/01/2011," 91,11 ","8,171",1863
12/01/2011," 91,86 ","8,095",1868
13/01/2011," 91,40 ","8,105",1865
14/01/2011," 91,54 ","8,19","1870,95"
18/01/2011," 91,38 ","8,328","1855,8"
19/01/2011," 90,86 ","8,25","1841,4"
20/01/2011," 88,86 ","8,335","1846,95"
21/01/2011," 89,11 ","8,315","1844,9"
24/01/2011," 87,87 ","8,394","1853,5"
25/01/2011," 86,19 ","8,33","1858,35"
26/01/2011," 87,33 ","8,275","1863,85"
27/01/2011," 85,64 ","8,335",1860
28/01/2011," 89,34 ","8,371",1870
31/01/2011," 92,19 ","8,365","1866,75"
01/02/2011," 90,77 ","8,44","1852,5"
02/02/2011," 90,86 ","8,42",1858
03/02/2011," 90,54 ","8,4","1864,99"
04/02/2011," 89,03 ","8,445","1871,5"
07/02/2011," 87,48 ","8,54","1868,7"
08/02/2011," 86,94 ","8,68","1884,8"
09/02/2011," 86,71 ","8,67","1887,3"
10/02/2011," 86,73 ","8,58","1881,05"
11/02/2011," 85,58 ","8,565",1887
14/02/2011," 84,81 ","8,69","1897,5"
15/02/2011," 84,32 ","8,77","1908,4"
16/02/2011," 84,99 ","8,76",1910
17/02/2011," 86,36 ","8,712",1888
18/02/2011," 86,20 ","8,77","1876,8"
22/02/2011," 93,57 ","8,823","1895,25"
23/02/2011," 98,10 ","8,85",1903
24/02/2011," 97,28 ","8,86",1898
25/02/2011," 97,88 ","8,801",1906
28/02/2011," 96,97 ","8,87","1907,1"
01/03/2011," 99,63 ","8,96","1915,9"
02/03/2011," 102,23 ","8,905",1914
03/03/2011," 101,91 ","8,87","1898,99"
04/03/2011," 104,42 ","8,82","1894,95"
07/03/2011," 105,44 ","8,71",1896
08/03/2011," 105,02 ","8,655","1886,5"
09/03/2011," 104,38 ","8,669","1876,35"
10/03/2011," 102,70 ","8,687","1866,5"
11/03/2011," 101,16 ","8,705","1869,61"
14/03/2011," 101,19 ","8,72",1879
15/03/2011," 97,18 ","8,7","1890,3"
16/03/2011," 97,98 ","8,6","1892,8"
17/03/2011," 101,42 ","8,635","1880,35"
18/03/2011," 101,07 ","8,632","1873,5"
22/03/2011," 104,00 ","8,666","1866,7"
23/03/2011," 105,75 ","8,659","1867,05"
24/03/2011," 105,60 ","8,79","1865,3"
25/03/2011," 105,40 ","8,747",1871
28/03/2011," 103,98 ","8,725","1879,95"
29/03/2011," 104,79 ","8,68","1885,5"
30/03/2011," 104,27 ","8,619","1875,5"
31/03/2011," 106,72 ","8,56","1871,5"
01/04/2011," 107,94 ","8,51",1849
04/04/2011," 108,47 ","8,43",1849
05/04/2011," 108,34 ","8,433",1834
06/04/2011," 108,83 ","8,335","1830,05"
07/04/2011," 110,30 ","8,399","1825,4"
08/04/2011," 112,79 ","8,35","1817,86"
11/04/2011," 109,92 ","8,299",1817
12/04/2011," 106,25 ","8,29","1820,2"
13/04/2011," 107,11 ","8,24","1819,05"
14/04/2011," 108,11 ","8,279",1806
15/04/2011," 109,66 ","8,22","1798,25"
18/04/2011," 107,12 ","8,261",1800
19/04/2011," 108,15 ","8,22","1788,7"
20/04/2011," 111,45 ","8,248","1782,1"
25/04/2011," 112,28 ","8,389",1782
26/04/2011," 112,21 ","8,372",1790
27/04/2011," 112,76 ","8,365","1772,05"
28/04/2011," 112,86 ","8,44","1767,25"
29/04/2011," 113,93 ","8,41","1768,7"
02/05/2011," 113,52 ","8,321","1772,5"
03/05/2011," 111,05 ","8,3","1765,9"
04/05/2011," 109,24 ","8,27","1764,25"
05/05/2011," 99,80 ","8,274","1763,8"
06/05/2011," 97,18 ","8,195",1772
09/05/2011," 102,55 ","8,24","1790,35"
10/05/2011," 103,88 ","8,17","1787,02"
11/05/2011," 98,21 ","8,26","1812,1"
12/05/2011," 98,97 ","8,203","1800,01"
13/05/2011," 99,65 ","8,219","1807,5"
16/05/2011," 97,37 ","8,296","1820,9"
17/05/2011," 96,91 ","8,176","1825,1"
18/05/2011," 100,10 ","8,188",1818
19/05/2011," 98,44 ","8,17","1815,9"
20/05/2011," 99,49 ","8,23",1815
23/05/2011," 97,70 ","8,235","1826,75"
24/05/2011," 99,59 ","8,234","1831,9"
25/05/2011," 101,32 ","8,227","1831,71"
26/05/2011," 100,23 ","8,2",1826
27/05/2011," 100,59 ","8,199",1807
31/05/2011," 102,70 ","8,12",1789
01/06/2011," 100,29 ","8,032","1791,26"
02/06/2011," 100,40 ","8,036","1784,1"
03/06/2011," 100,22 ","8,05",1784
07/06/2011," 99,09 ","7,93","1767,1"
08/06/2011," 100,74 ","7,88","1774,95"
09/06/2011," 101,93 ","7,935","1771,5"
10/06/2011," 99,29 ","7,943","1777,4"
13/06/2011," 97,30 ","7,985","1780,3"
14/06/2011," 99,37 ","7,89","1771,5"
15/06/2011," 94,81 ","7,84","1789,5"
16/06/2011," 94,95 ","7,86","1794,95"
17/06/2011," 93,01 ","7,792","1792,75"
20/06/2011," 93,26 ","7,79","1786,85"
21/06/2011," 93,40 ","7,82","1780,5"
22/06/2011," 95,41 ","7,83","1780,5"
23/06/2011," 91,02 ","7,808","1787,15"
24/06/2011," 91,16 ","7,731","1796,2"
28/06/2011," 92,89 ","7,76","1782,35"
29/06/2011," 94,77 ","7,762","1779,5"
30/06/2011," 95,42 ","7,747",1769
01/07/2011," 94,94 ","7,871","1762,5"
05/07/2011," 96,89 ","7,845",1770
06/07/2011," 96,65 ","7,817",1766
07/07/2011," 98,67 ","7,703","1760,9"
08/07/2011," 96,20 ","7,734","1760,45"
11/07/2011," 95,15 ","7,8",1770
12/07/2011," 97,43 ","7,8","1766,2"
13/07/2011," 98,05 ","7,762","1757,3"
14/07/2011," 95,69 ","7,761","1747,65"
15/07/2011," 97,24 ","7,765","1759,85"
18/07/2011," 95,93 ","7,85","1757,5"
19/07/2011," 97,50 ","7,862","1757,25"
21/07/2011," 99,13 ","7,839",1754
22/07/2011," 99,87 ","7,819","1755,8"
25/07/2011," 99,20 ","7,812","1763,5"
26/07/2011," 99,59 ","7,7","1758,7"
27/07/2011," 97,40 ","7,685","1767,5"
28/07/2011," 97,44 ","7,68",1773
29/07/2011," 95,70 ","7,641",1779
01/08/2011," 94,89 ","7,61","1767,1"
02/08/2011," 93,79 ","7,599","1771,15"
03/08/2011," 91,93 ","7,56","1771,25"
04/08/2011," 86,63 ","7,615",1786
05/08/2011," 86,88 ","7,65","1789,3"
08/08/2011," 81,31 ","7,7","1815,5"
09/08/2011," 79,30 ","7,57","1812,5"
10/08/2011," 82,89 ","7,475",1796
11/08/2011," 85,72 ","7,513","1788,8"
12/08/2011," 85,38 ","7,47","1785,05"
16/08/2011," 86,65 ","7,447","1775,1"
17/08/2011," 87,58 ","7,481","1766,35"
18/08/2011," 82,38 ","7,45","1777,5"
19/08/2011," 82,26 ","7,37",1783
22/08/2011," 84,12 ","7,29",1780
23/08/2011," 85,44 ","7,335",1789
24/08/2011," 85,16 ","7,36","1786,01"
25/08/2011," 85,30 ","7,397","1790,9"
26/08/2011," 85,37 ","7,419","1794,35"
29/08/2011," 87,27 ","7,387",1787
30/08/2011," 88,90 ","7,36","1786,7"
31/08/2011," 88,81 ","7,4",1778
01/09/2011," 88,93 ","7,341","1779,5"
02/09/2011," 86,45 ","7,31",1783
06/09/2011," 86,02 ","7,239","1791,2"
07/09/2011," 89,34 ","7,2",1790
08/09/2011," 89,05 ","7,185","1788,5"
09/09/2011," 87,24 ","7,22",1798
12/09/2011," 88,19 ","7,294",1821
13/09/2011," 90,21 ","7,303","1813,48"
14/09/2011," 88,91 ","7,334","1826,5"
15/09/2011," 89,40 ","7,36","1820,1"
16/09/2011," 87,96 ","7,35","1821,45"
19/09/2011," 85,70 ","7,37",1857
20/09/2011," 86,89 ","7,35","1860,5"
21/09/2011," 85,92 ","7,485",1874
22/09/2011," 80,51 ","7,653",1915
23/09/2011," 79,85 ","7,675",1904
26/09/2011," 80,24 ","7,592",1907
27/09/2011," 84,45 ","7,489",1889
28/09/2011," 81,21 ","7,592","1918,75"
29/09/2011," 82,14 ","7,53","1918,4"
30/09/2011," 79,20 ","7,59",1930
03/10/2011," 77,61 ","7,8","1960,3"
04/10/2011," 75,67 ","7,7","1983,65"
05/10/2011," 79,68 ","7,636",1961
06/10/2011," 82,59 ","7,632","1947,8"
07/10/2011," 82,98 ","7,58","1936,9"
11/10/2011," 85,81 ","7,49",1915
12/10/2011," 85,57 ","7,47",1896
13/10/2011," 84,23 ","7,455",1903
14/10/2011," 86,80 ","7,48","1887,5"
18/10/2011," 88,34 ","7,461",1903
19/10/2011," 86,11 ","7,51","1900,3"
20/10/2011," 85,30 ","7,551","1908,8"
21/10/2011," 87,40 ","7,52","1892,65"
24/10/2011," 91,27 ","7,484","1871,95"
25/10/2011," 93,17 ","7,493","1878,8"
26/10/2011," 90,20 ","7,46","1879,8"
27/10/2011," 93,96 ","7,421","1861,4"
28/10/2011," 93,32 ","7,47","1864,5"
31/10/2011," 93,19 ","7,46",1866
01/11/2011," 92,19 ","7,465","1891,95"
02/11/2011," 92,51 ","7,468","1906,5"
03/11/2011," 94,07 ","7,442","1910,5"
04/11/2011," 94,26 ","7,46","1908,5"
08/11/2011," 96,80 ","7,5",1911
09/11/2011," 95,74 ","7,475","1913,65"
10/11/2011," 97,78 ","7,492","1913,5"
